Point	Value
508	24095.6680889
254	19589.7964286
212	16407.5782287
152	11746.3243701
102	11304.8634241
452	8537.17131063
512	8294.32983822
938	6974.40346737
262	4980.35522533
882	2798.59013764
2707	2428.03809524
56	2041.22878094
156	2020.97950244
206	1843.56345599
54	1800.05738844
985	1345.09738872
837	1067.02318237
66	831.133402708
570	811.365674603
735	806.30515873
363	779.532683983
48	764.256547619
791	762.0
28	531.088528139
244	407.626370851
982	394.822929848
2266	319.913095238
122	306.495238095
989	301.398484848
963	250.764574315
136	225.056150794
2898	213.088095238
917	201.615909091
110	163.569047619
960	159.620310245
482	152.607377345
720	146.925
32	146.628968254
915	119.123088023
55	100.346825397
1113	97.0227564103
967	89.4825396825
3042	83.0298534799
60	80.7428571429
154	72.3138708514
738	55.8166666667
371	54.0
3708	47.1444444444
986	46.0
964	45.8433302808
5	45.6317460317
351	38.5873015873
184	37.0549603175
1502	30.4242424242
3044	29.8833333333
80	29.5572802198
96	28.8811507937
113	28.8428571429
879	28.825
179	26.6666666667
300	17.2597222222
1460	13.9361471861
1440	13.8170634921
980	13.7333333333
2572	13.0595238095
129	12.6111111111
881	11.8206349206
42	11.5
743	9.66666666667
20	9.2
969	8.58333333333
1504	8.5
188	8.5
3365	7.83333333333
2523	7.78571428571
914	7.09722222222
941	6.20496031746
144	5.25361860362
1535	5.24702380952
318	4.66666666667
607	4.51111111111
204	3.5
1024	3.225
85	3.16338383838
890	2.78333333333
3695	2.75
6516	2.65340909091
503	2.54166666667
1073	2.5
269	2.33333333333
97	2.2
327	2.08333333333
467	1.975
1828	1.91666666667
5785	1.75
1323	1.7375
3274	1.65972222222
492	1.59285714286
634	1.45396825397
781	1.33333333333
133	1.33333333333
725	1.33333333333
4	1.25
1369	1.25
2243	1.25
682	1.23333333333
504	1.18055555556
569	1.14285714286
192	1.09090909091
432	1.0
270	1.0
2316	0.833333333333
1110	0.833333333333
2722	0.75
925	0.5
622	0.5
1455	0.5
1550	0.408964646465
2716	0.4
2061	0.333333333333
767	0.2875
610	0.25
1324	0.25
182	0.2
494	0.0833333333333
6696	0.0833333333333
419	0.0555555555556
2482	0.0555555555556
747	0.0555555555556
3041	0.0
324	0.0
1105	0.0
2636	0.0
1171	0.0
683	0.0
801	0.0
1178	0.0
3047	0.0
1084	0.0
737	0.0
671	0.0
2775	0.0
6506	0.0
2272	0.0
1418	0.0
2427	0.0
1984	0.0
3048	0.0
797	0.0
3195	0.0
6669	0.0
754	0.0
1108	0.0
1955	0.0
672	0.0
98	0.0
240	0.0
127	0.0
253	0.0
3841	0.0
5563	0.0
495	0.0
613	0.0
804	0.0
811	0.0
836	0.0
727	0.0
454	0.0
114	0.0
138	0.0
374	0.0
729	0.0
86	0.0
1116	0.0
2472	0.0
1294	0.0
1366	0.0
155	0.0
1503	0.0
1523	0.0
973	0.0
4878	0.0
1203	0.0
1645	0.0
1093	0.0
1456	0.0
868	0.0
6263	0.0
190	0.0
546	0.0
1131	0.0
2110	0.0
2143	0.0
951	0.0
2274	0.0
134	0.0
118	0.0
471	0.0
1493	0.0
2401	0.0
1000	0.0
2467	0.0
394	0.0
844	0.0
679	0.0
621	0.0
1256	0.0
629	0.0
170	0.0
971	0.0
2239	0.0
3105	0.0
3109	0.0
516	0.0
3193	0.0
2107	0.0
69	0.0
1434	0.0
2998	0.0
723	0.0
955	0.0
5810	0.0
5400	0.0
128	0.0
6609	0.0
2987	0.0
198	0.0
6907	0.0
628	0.0
458	0.0
475	0.0
2124	0.0
999	0.0
6973	0.0
2443	0.0
1176	0.0
6418	0.0
4104	0.0
3025	0.0
907	0.0
3203	0.0
7043	0.0
6894	0.0
61	0.0
1192	0.0
1248	0.0
1731	0.0
3392	0.0
5685	0.0
3906	0.0
3065	0.0
536	0.0
2391	0.0
27	0.0
1406	0.0
2067	0.0
3511	0.0
799	0.0
4711	0.0
3093	0.0
889	0.0
3117	0.0
6700	0.0
6939	0.0
7376	0.0
6395	0.0
3307	0.0
7386	0.0
229	0.0
6638	0.0
2754	0.0
1193	0.0
554	0.0
6984	0.0
7398	0.0
153	0.0
507	0.0
7369	0.0
2850	0.0
2708	0.0
7385	0.0
461	0.0
1505	0.0
1742	0.0
1925	0.0
3641	0.0
6362	0.0
71	0.0
149	0.0
166	0.0
223	0.0
267	0.0
456	0.0
777	0.0
792	0.0
64	0.0
918	0.0
800	0.0
1198	0.0
1199	0.0
1270	0.0
1272	0.0
50	0.0
1477	0.0
1511	0.0
573	0.0
1601	0.0
646	0.0
101	0.0
1664	0.0
137	0.0
49	0.0
6517	0.0
1499	0.0
4246	0.0
2119	0.0
2144	0.0
126	0.0
260	0.0
2337	0.0
1268	0.0
2622	0.0
2663	0.0
2718	0.0
1167	0.0
1271	0.0
6407	0.0
940	0.0
2603	0.0
173	0.0
2712	0.0
2714	0.0
1236	0.0
2717	0.0
2719	0.0
2721	0.0
3549	0.0
1801	0.0
2641	0.0
1144	0.0
2726	0.0
1848	0.0
730	0.0
2727	0.0
513	0.0
2433	0.0
2728	0.0
2114	0.0
2711	0.0
6748	0.0
6448	0.0
4824	0.0
2845	0.0
145	0.0
3029	0.0
1810	0.0
742	0.0
3171	0.0
124	0.0
2594	0.0
3281	0.0
6398	0.0
1352	0.0
3293	0.0
7	0.0
100	0.0
5238	0.0
1459	0.0
6906	0.0
1011	0.0
3194	0.0
3225	0.0
4455	0.0
93	0.0
1538	0.0
3482	0.0
2907	0.0
6985	0.0
1141	0.0
215	0.0
2291	0.0
288	0.0
6560	0.0
7258	0.0
1404	0.0
5442	0.0
2539	0.0
383	0.0
815	0.0
309	0.0
583	0.0
472	0.0
1357	0.0
45	0.0
7269	0.0
453	0.0
161	0.0
6488	0.0
4301	0.0
962	0.0
1081	0.0
306	0.0
79	0.0
6663	0.0
4692	0.0
6	0.0
1631	0.0
21	0.0
866	0.0
1423	0.0
1326	0.0
76	0.0
4644	0.0
317	0.0
1762	0.0
6832	0.0
1204	0.0
449	0.0
1495	0.0
6876	0.0
3088	0.0
5132	0.0
7061	0.0
142	0.0
6408	0.0
7104	0.0
7010	0.0
1632	0.0
5622	0.0
968	0.0
615	0.0
88	0.0
4397	0.0
5995	0.0
1007	0.0
7116	0.0
1036	0.0
121	0.0
2818	0.0
1114	0.0
1002	0.0
7353	0.0
1931	0.0
6238	0.0
4403	0.0
7387	0.0
214	0.0
1004	0.0
6965	0.0
7421	0.0
4450	0.0
695	0.0
33	0.0
5168	0.0
848	0.0
2426	0.0
4338	0.0
7440	0.0
6868	0.0
6490	0.0
2167	0.0
7025	0.0
6828	0.0
1327	0.0
6574	0.0
1853	0.0
970	0.0
201	0.0
77	0.0
3038	0.0
548	0.0
523	0.0
1827	0.0
937	0.0
690	0.0
2710	0.0
739	0.0
233	0.0
1534	0.0
462	0.0
2589	0.0
3076	0.0
984	0.0
979	0.0
4825	0.0
977	0.0
1008	0.0
975	0.0
278	0.0
965	0.0
6445	0.0
983	0.0
3935	0.0
5297	0.0
337	0.0
988	0.0
814	0.0
1009	0.0
601	0.0
1021	0.0
2612	0.0
6889	0.0
84	0.0
991	0.0
177	0.0
978	0.0
1322	0.0
1029	0.0
1325	0.0
120	0.0
942	0.0
976	0.0
411	0.0
1867	0.0
6584	0.0
7102	0.0
5063	0.0
4689	0.0
5608	0.0
6930	0.0
6892	0.0
5938	0.0
146	0.0
43	0.0
283	0.0
447	0.0
466	0.0
473	0.0
348	0.0
125	0.0
6807	0.0
870	0.0
1225	0.0
167	0.0
609	0.0
6802	0.0
1452	0.0
825	0.0
1226	0.0
1303	0.0
1725	0.0
1559	0.0
369	0.0
1824	0.0
105	0.0
312	0.0
1766	0.0
2279	0.0
2284	0.0
2320	0.0
332	0.0
575	0.0
819	0.0
2452	0.0
2464	0.0
2471	0.0
2480	0.0
2492	0.0
181	0.0
2561	0.0
2575	0.0
2164	0.0
902	0.0
2586	0.0
6188	0.0
2535	0.0
673	0.0
2568	0.0
239	0.0
180	0.0
3824	0.0
2025	0.0
3432	0.0
665	0.0
6637	0.0
255	0.0
